Identificador do Imóvel;Classe do Edifício;Zoneamento;Frente do Lote;Área Total do Lote;Tipo de Rua;Tipo de Viela;Formato do Lote;Nivelamento do Terreno;Tipo de Utilidades;Configuração do Lote;Inclinação do Terreno;Bairro;Condição Principal;Condição Secundária;Tipo de Construção;Estilo da Casa;Qualidade Geral;Condição Geral;Ano de Construção;Ano da Última Reforma;Tipo de Telhado;Material do Telhado;Revestimento Externo 1;Revestimento Externo 2;Tipo de Alvenaria;Área de Alvenaria;Qualidade dos Materiais Externos;Condição dos Materiais Externos;Fundação;Qualidade do Porão;Condição do Porão;Exposição do Porão;Acabamento do Porão 1;Área Acabada do Porão 1;Acabamento do Porão 2;Área Acabada do Porão 2;Área Não Acabada do Porão;Área Total do Porão;Tipo de Aquecimento;Qualidade do Aquecimento;Ar-Condicionado Central;Sistema Elétrico;Área do Primeiro Andar;Área do Segundo Andar;Área de Baixa Qualidade;Área Útil Acima do Solo;Banheiros Completos no Porão;Lavabos no Porão;Banheiros Completos Acima do Solo;Lavabos Acima do Solo;Quartos Acima do Porão;Número de Cozinhas;Qualidade da Cozinha;Total de Cômodos Acima do Solo;Funcionalidade da Casa;Número de Lareiras;Qualidade da Lareira;Tipo de Garagem;Ano da Construção da Garagem;Acabamento Interno da Garagem;Capacidade da Garagem;Área da Garagem;Qualidade da Garagem;Condição da Garagem;Entrada Pavimentada;Área do Deck de Madeira;Área da Varanda Aberta;Área da Varanda Fechada;Área da Varanda de Três Estações;Área da Varanda Telada;Área da Piscina;Qualidade da Piscina;Tipo de Cerca;Característica Extra;Valor de Características Extras;Mês da Venda;Ano da Venda;Tipo de Venda;Condição da Venda;Preço de Venda
39;20;Residencial (Baixa Dens.);68;7922;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NAmes;Normal;Normal;Casa Individual;Térrea;5;7;1953;2007;Duas Águas;Asfalto;VinylSd;VinylSd;Nenhum;0;Média;Boa;Blocos de Concreto;Média;Média;Nenhuma;Alto Acabamento;731;Sem Acabamento;0;326;1057;Gás Forçado;Média;Sim;Disjuntor;1057;0;0;1057;1;0;1;0;3;1;Boa;5;Típica;0;;Separada;1953;Sem Acabamento;1;246;Média;Média;Sim;0;52;0;0;0;0;;;;0;1;2010;Venda Direta;Anormal;109000
40;90;Residencial (Baixa Dens.);65;6040;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;Edwards;Normal;Normal;Duplex;Térrea;4;5;1955;1955;Duas Águas;Asfalto;AsbShng;Plywood;Nenhum;0;Média;Média;Concreto;;;;;0;;0;0;0;Gás Forçado;Média;Não;Fusível Pequeno;1152;0;0;1152;0;0;2;0;2;2;Fraca;6;Típica;0;;;;;0;0;;;Não;0;0;0;0;0;0;;;;0;6;2008;Venda Direta;Terreno Adjacente;82000
41;20;Residencial (Baixa Dens.);84;8658;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NAmes;Normal;Normal;Casa Individual;Térrea;6;5;1965;1965;Duas Águas;Asfalto;Wd Sdng;Wd Sdng;Tijolo;101;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Sala de Recreação;643;Sem Acabamento;0;445;1088;Gás Forçado;Excelente;Sim;Disjuntor;1324;0;0;1324;0;0;2;0;3;1;Média;6;Típica;1;Média;Anexada;1965;Rústico;2;440;Média;Média;Sim;0;138;0;0;0;0;;Madeira Boa;;0;12;2006;Venda Direta;Anormal;160000
42;20;Residencial (Baixa Dens.);115;16905;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;Timber;Normal;Normal;Casa Individual;Térrea;5;6;1959;1959;Duas Águas;Asfalto;VinylSd;VinylSd;Nenhum;0;Média;Boa;Blocos de Concreto;Média;Média;Boa;Baixo Acabamento;967;Sem Acabamento;0;383;1350;Gás Forçado;Boa;Sim;Disjuntor;1328;0;0;1328;0;1;1;1;2;1;Média;5;Típica;2;Boa;Anexada;1959;Rústico;1;308;Média;Média;Parcial;0;104;0;0;0;0;;;;0;7;2007;Venda Direta;Normal;170000
43;85;Residencial (Baixa Dens.);;9180;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Cul-de-sac;Suave;SawyerW;Normal;Normal;Casa Individual;SFoyer;5;7;1983;1983;Duas Águas;Asfalto;HdBoard;HdBoard;Nenhum;0;Média;Média;Blocos de Concreto;Boa;Média;Média;Bom Acabamento;747;Baixo Acabamento;93;0;840;Gás Forçado;Boa;Sim;Disjuntor;884;0;0;884;1;0;1;0;2;1;Boa;5;Típica;0;;Anexada;1983;Rústico;2;504;Média;Boa;Sim;240;0;0;0;0;0;;Média Privativa;;0;12;2007;Venda Direta;Normal;144000
44;20;Residencial (Baixa Dens.);;9200;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Cul-de-sac;Suave;CollgCr;Normal;Normal;Casa Individual;Térrea;5;6;1975;1980;Quatro Águas;Asfalto;VinylSd;VinylSd;Nenhum;0;Média;Média;Blocos de Concreto;Boa;Média;Média;Baixo Acabamento;280;Baixo Acabamento;491;167;938;Gás Forçado;Média;Sim;Disjuntor;938;0;0;938;1;0;1;0;3;1;Média;5;Típica;0;;Separada;1977;Sem Acabamento;1;308;Média;Média;Sim;145;0;0;0;0;0;;Média Privativa;;0;7;2008;Venda Direta;Normal;130250
45;20;Residencial (Baixa Dens.);70;7945;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NAmes;Normal;Normal;Casa Individual;Térrea;5;6;1959;1959;Duas Águas;Asfalto;BrkFace;Wd Sdng;Nenhum;0;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Bom Acabamento;179;Baixo Acabamento;506;465;1150;Gás Forçado;Excelente;Sim;Fusível Alto;1150;0;0;1150;1;0;1;0;3;1;Média;6;Típica;0;;Anexada;1959;Rústico;1;300;Média;Média;Sim;0;0;0;0;0;0;;;;0;5;2006;Venda Direta;Normal;141000
46;120;Residencial (Baixa Dens.);61;7658;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NridgHt;Normal;Normal;Geminada (Extremidade);Térrea;9;5;2005;2005;Quatro Águas;Asfalto;MetalSd;MetalSd;Tijolo;412;Excelente;Média;Concreto;Excelente;Média;Nenhuma;Alto Acabamento;456;Sem Acabamento;0;1296;1752;Gás Forçado;Excelente;Sim;Disjuntor;1752;0;0;1752;1;0;2;0;2;1;Excelente;6;Típica;1;Boa;Anexada;2005;Rústico;2;576;Média;Média;Sim;196;82;0;0;0;0;;;;0;2;2010;Venda Direta;Normal;319900
47;50;Residencial (Baixa Dens.);48;12822;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Cul-de-sac;Suave;Mitchel;Normal;Normal;Casa Individual;Mezanino Finalizado;7;5;2003;2003;Duas Águas;Asfalto;VinylSd;VinylSd;Nenhum;0;Boa;Média;Concreto;Excelente;Média;Nenhuma;Alto Acabamento;1351;Sem Acabamento;0;83;1434;Gás Forçado;Excelente;Sim;Disjuntor;1518;631;0;2149;1;0;1;1;1;1;Boa;6;Típica;1;Excelente;Anexada;2003;Rústico;2;670;Média;Média;Sim;168;43;0;0;198;0;;;;0;8;2009;Venda Direta;Anormal;239686
48;20;Vila Planejada;84;11096;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;Somerst;Normal;Normal;Casa Individual;Térrea;8;5;2006;2006;Duas Águas;Asfalto;VinylSd;VinylSd;Nenhum;0;Boa;Média;Concreto;Boa;Média;Média;Alto Acabamento;24;Sem Acabamento;0;1632;1656;Gás Forçado;Excelente;Sim;Disjuntor;1656;0;0;1656;0;0;2;0;3;1;Boa;7;Típica;0;;Anexada;2006;Rústico;3;826;Média;Média;Sim;0;146;0;0;0;0;;;;0;7;2007;Venda Direta;Normal;249700
49;190;Residencial (Média Dens.);33;4456;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;OldTown;Normal;Normal;Casa para Duas Famílias;Sobrado;4;5;1920;2008;Duas Águas;Asfalto;MetalSd;MetalSd;Nenhum;0;Média;Média;Tijolo;Média;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;736;736;Gás Forçado;Boa;Sim;Disjuntor;736;716;0;1452;0;0;2;0;2;3;Média;8;Típica;0;;;;;0;0;;;Não;0;0;102;0;0;0;;;;0;6;2009;Nova;Parcial;113000
50;20;Residencial (Baixa Dens.);66;7742;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;Sawyer;Normal;Normal;Casa Individual;Térrea;5;7;1966;1966;Duas Águas;Asfalto;HdBoard;HdBoard;Nenhum;0;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Baixo Acabamento;763;Sem Acabamento;0;192;955;Gás Forçado;Excelente;Sim;Disjuntor;955;0;0;955;1;0;1;0;3;1;Média;6;Típica;0;;Anexada;1966;Sem Acabamento;1;386;Média;Média;Sim;0;0;0;0;0;0;;Média Privativa;;0;1;2007;Venda Direta;Normal;127000
51;60;Residencial (Baixa Dens.);;13869;Pavimentada;Sem Acesso;Moderadamente Irregular;Plano;Todas Disponíveis;Esquina;Suave;Gilbert;Normal;Normal;Casa Individual;Sobrado;6;6;1997;1997;Duas Águas;Asfalto;VinylSd;VinylSd;Nenhum;0;Média;Média;Concreto;Boa;Média;Média;Alto Acabamento;182;Sem Acabamento;0;612;794;Gás Forçado;Boa;Sim;Disjuntor;794;676;0;1470;0;1;2;0;3;1;Média;6;Típica;0;;Anexada;1997;Acabado;2;388;Média;Média;Sim;0;75;0;0;0;0;;;;0;7;2007;Venda Direta;Normal;177000
52;50;Residencial (Média Dens.);52;6240;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;BrkSide;Normal;Normal;Casa Individual;Mezanino Finalizado;6;6;1934;1950;Duas Águas;Asfalto;Wd Sdng;Wd Sdng;Nenhum;0;Média;Média;Concreto;Média;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;816;816;Gás Forçado;Média;Sim;Disjuntor;816;0;360;1176;0;0;1;0;3;1;Média;6;Típica;1;Boa;Separada;1985;Sem Acabamento;2;528;Média;Média;Sim;112;0;0;0;0;0;;Média Privativa;Galpão;400;9;2006;Venda Direta;Normal;114500
53;90;Residencial (Média Dens.);110;8472;Cascalho;Sem Acesso;Moderadamente Irregular;Levemente Inclinado;Todas Disponíveis;Esquina;Moderada;IDOTRR;RRNn;Normal;Duplex;Térrea;5;5;1963;1963;Duas Águas;Asfalto;Wd Sdng;Wd Sdng;Nenhum;0;Razoável;Média;Blocos de Concreto;Boa;Média;Boa;Baixo Acabamento;104;Alto Acabamento;712;0;816;Gás Forçado;Média;Não;Disjuntor;816;0;0;816;1;0;1;0;2;1;Média;5;Típica;0;;Estacionamento;1963;Sem Acabamento;2;516;Média;Média;Sim;106;0;0;0;0;0;;;;0;5;2010;Venda Direta;Normal;110000
54;20;Residencial (Baixa Dens.);68;50271;Pavimentada;Sem Acesso;Leve Irregular;Baixo;Todas Disponíveis;Interno;Suave;Veenker;Normal;Normal;Casa Individual;Térrea;9;5;1981;1987;Duas Águas;Madeira;WdShing;Wd Shng;Nenhum;0;Boa;Média;Blocos de Concreto;Excelente;Média;Boa;Alto Acabamento;1810;Sem Acabamento;0;32;1842;Gás Forçado;Boa;Sim;Disjuntor;1842;0;0;1842;2;0;0;1;0;1;Boa;5;Típica;1;Boa;Anexada;1981;Acabado;3;894;Média;Média;Sim;857;72;0;0;0;0;;;;0;11;2006;Venda Direta;Normal;385000
55;80;Residencial (Baixa Dens.);60;7134;Pavimentada;Sem Acesso;Regular;Levemente Inclinado;Todas Disponíveis;Interno;Moderada;NAmes;Normal;Normal;Casa Individual;SLvl;5;5;1955;1955;Duas Águas;Asfalto;MetalSd;MetalSd;Nenhum;0;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Bom Acabamento;384;Sem Acabamento;0;0;384;Gás Forçado;Média;Sim;Disjuntor;1360;0;0;1360;0;0;1;0;3;1;Média;6;Pequeno Ajuste;1;Média;Separada;1962;Sem Acabamento;2;572;Média;Média;Sim;0;50;0;0;0;0;;Média Privativa;;0;2;2007;Venda Direta;Normal;130000
56;20;Residencial (Baixa Dens.);100;10175;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;NAmes;Normal;Normal;Casa Individual;Térrea;6;5;1964;1964;Duas Águas;Asfalto;HdBoard;Plywood;Tijolo;272;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Baixo Acabamento;490;Sem Acabamento;0;935;1425;Gás Forçado;Boa;Sim;Disjuntor;1425;0;0;1425;0;0;2;0;3;1;Média;7;Típica;1;Boa;Anexada;1964;Rústico;2;576;Média;Média;Sim;0;0;0;407;0;0;;;;0;7;2008;Venda Direta;Normal;180500
57;160;Vila Planejada;24;2645;Pavimentada;Pavimentada;Regular;Plano;Todas Disponíveis;Interno;Suave;Somerst;Normal;Normal;Geminada;Sobrado;8;5;1999;2000;Duas Águas;Asfalto;MetalSd;MetalSd;Tijolo;456;Boa;Média;Concreto;Boa;Média;Nenhuma;Alto Acabamento;649;Sem Acabamento;0;321;970;Gás Forçado;Excelente;Sim;Disjuntor;983;756;0;1739;1;0;2;1;3;1;Boa;7;Típica;0;;Anexada;1999;Acabado;2;480;Média;Média;Sim;115;0;0;0;0;0;;;;0;8;2009;Venda Direta;Anormal;172500
58;60;Residencial (Baixa Dens.);89;11645;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Esquina;Suave;CollgCr;Normal;Normal;Casa Individual;Sobrado;7;5;2004;2004;Duas Águas;Asfalto;VinylSd;VinylSd;Nenhum;0;Boa;Média;Concreto;Boa;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;860;860;Gás Forçado;Excelente;Sim;Disjuntor;860;860;0;1720;0;0;2;1;3;1;Boa;7;Típica;0;;Anexada;2004;Rústico;2;565;Média;Média;Sim;0;70;0;0;0;0;;;;0;8;2006;Venda Direta;Normal;196500
59;60;Residencial (Baixa Dens.);66;13682;Pavimentada;Sem Acesso;Moderadamente Irregular;Alto;Todas Disponíveis;Cul-de-sac;Suave;StoneBr;Normal;Normal;Casa Individual;Sobrado;10;5;2006;2006;Quatro Águas;Asfalto;VinylSd;VinylSd;Tijolo;1031;Excelente;Média;Concreto;Excelente;Média;Boa;Sem Acabamento;0;Sem Acabamento;0;1410;1410;Gás Forçado;Excelente;Sim;Disjuntor;1426;1519;0;2945;0;0;3;1;3;1;Boa;10;Típica;1;Boa;Embutida;2006;Acabado;3;641;Média;Média;Sim;192;0;37;0;0;0;;;;0;10;2006;Nova;Parcial;438780
60;20;Residencial (Baixa Dens.);60;7200;Pavimentada;Sem Acesso;Regular;Levemente Inclinado;Todas Disponíveis;Interno;Suave;CollgCr;Normal;Normal;Casa Individual;Térrea;5;7;1972;1972;Duas Águas;Asfalto;HdBoard;HdBoard;Nenhum;0;Média;Média;Blocos de Concreto;Média;Média;Média;Bom Acabamento;632;Sem Acabamento;0;148;780;Gás Forçado;Excelente;Sim;Disjuntor;780;0;0;780;0;0;1;0;2;1;Média;4;Típica;0;;Separada;1973;Sem Acabamento;1;352;Média;Média;Sim;196;0;0;0;0;0;;Média Privativa;;0;1;2008;Venda Direta;Normal;124900
61;20;Residencial (Baixa Dens.);63;13072;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;SawyerW;Ferrovia (Afastado);Normal;Casa Individual;Térrea;6;5;2004;2004;Duas Águas;Asfalto;VinylSd;VinylSd;Nenhum;0;Média;Média;Concreto;Boa;Média;Nenhuma;Bom Acabamento;941;Sem Acabamento;0;217;1158;Gás Forçado;Excelente;Sim;Disjuntor;1158;0;0;1158;1;0;1;1;3;1;Boa;5;Típica;0;;Separada;2006;Sem Acabamento;2;576;Média;Média;Sim;0;50;0;0;0;0;;;;0;5;2006;Nova;Parcial;158000
62;75;Residencial (Média Dens.);60;7200;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;IDOTRR;Normal;Normal;Casa Individual;2.5Unf;5;7;1920;1996;Duas Águas;Asfalto;MetalSd;MetalSd;Nenhum;0;Média;Média;Tijolo;Média;Fraca;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;530;530;Gás Forçado;Média;Não;Disjuntor;581;530;0;1111;0;0;1;0;3;1;Fraca;6;Típica;0;;Separada;1935;Sem Acabamento;1;288;Média;Média;Não;0;0;144;0;0;0;;;;0;3;2007;Venda Direta;Normal;101000
63;120;Residencial (Baixa Dens.);44;6442;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;NridgHt;Normal;Normal;Geminada (Extremidade);Térrea;8;5;2006;2006;Duas Águas;Asfalto;VinylSd;VinylSd;Pedra;178;Boa;Média;Concreto;Boa;Boa;Mínima;Alto Acabamento;24;Sem Acabamento;0;1346;1370;Gás Forçado;Excelente;Sim;Disjuntor;1370;0;0;1370;0;0;2;0;2;1;Boa;6;Típica;1;Boa;Anexada;2006;Rústico;2;484;Média;Média;Sim;120;49;0;0;0;0;;;;0;10;2007;Venda Direta;Normal;202500
64;70;Residencial (Média Dens.);50;10300;Pavimentada;Sem Acesso;Leve Irregular;Levemente Inclinado;Todas Disponíveis;Interno;Suave;OldTown;Ferrovia (Próximo);Próximo a Via Alimentadora;Casa Individual;Sobrado;7;6;1921;1950;Duas Águas;Asfalto;Stucco;Stucco;Nenhum;0;Média;Média;Tijolo;Média;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;576;576;Gás Forçado;Boa;Sim;Disjuntor;902;808;0;1710;0;0;2;0;3;1;Média;9;Típica;0;;Separada;1990;Sem Acabamento;2;480;Média;Média;Sim;12;11;64;0;0;0;;Boa Privativa;;0;4;2010;Venda Direta;Normal;140000
65;60;Residencial (Baixa Dens.);;9375;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;CollgCr;Normal;Normal;Casa Individual;Sobrado;7;5;1997;1998;Duas Águas;Asfalto;VinylSd;VinylSd;Tijolo;573;Média;Média;Concreto;Boa;Média;Nenhuma;Alto Acabamento;739;Sem Acabamento;0;318;1057;Gás Forçado;Excelente;Sim;Disjuntor;1057;977;0;2034;1;0;2;1;3;1;Boa;8;Típica;0;;Anexada;1998;Rústico;2;645;Média;Média;Sim;576;36;0;0;0;0;;Boa Privativa;;0;2;2009;Venda Direta;Normal;219500
66;60;Residencial (Baixa Dens.);76;9591;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NridgHt;Normal;Normal;Casa Individual;Sobrado;8;5;2004;2005;Duas Águas;Asfalto;VinylSd;VinylSd;Tijolo;344;Boa;Média;Concreto;Excelente;Média;Média;Sem Acabamento;0;Sem Acabamento;0;1143;1143;Gás Forçado;Excelente;Sim;Disjuntor;1143;1330;0;2473;0;0;2;1;4;1;Boa;9;Típica;1;Boa;Embutida;2004;Rústico;3;852;Média;Média;Sim;192;151;0;0;0;0;;;;0;10;2007;Venda Direta;Normal;317000
67;20;Residencial (Baixa Dens.);;19900;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NAmes;PosA;Normal;Casa Individual;Térrea;7;5;1970;1989;Duas Águas;Asfalto;Plywood;Plywood;Tijolo;287;Média;Média;Blocos de Concreto;Boa;Média;Boa;Alto Acabamento;912;Sem Acabamento;0;1035;1947;Gás Forçado;Média;Sim;Disjuntor;2207;0;0;2207;1;0;2;0;3;1;Média;7;Pequeno Ajuste;1;Boa;Anexada;1970;Rústico;2;576;Média;Média;Sim;301;0;0;0;0;0;;;;0;7;2010;Venda Direta;Normal;180000
68;20;Residencial (Baixa Dens.);72;10665;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;CollgCr;Normal;Normal;Casa Individual;Térrea;7;5;2003;2003;Duas Águas;Asfalto;VinylSd;VinylSd;Tijolo;167;Boa;Média;Concreto;Boa;Média;Média;Alto Acabamento;1013;Sem Acabamento;0;440;1453;Gás Forçado;Excelente;Sim;Disjuntor;1479;0;0;1479;1;0;2;0;3;1;Boa;7;Típica;0;;Anexada;2003;Rústico;2;558;Média;Média;Sim;144;29;0;0;0;0;;;;0;6;2007;Venda Direta;Normal;226000
69;30;Residencial (Média Dens.);47;4608;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Esquina;Suave;OldTown;Arterial;Normal;Casa Individual;Térrea;4;6;1945;1950;Duas Águas;Asfalto;MetalSd;MetalSd;Nenhum;0;Média;Boa;Blocos de Concreto;Média;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;747;747;Gás Forçado;Média;Sim;Disjuntor;747;0;0;747;0;0;1;0;2;1;Média;4;Típica;0;;Anexada;1945;Sem Acabamento;1;220;Média;Média;Sim;0;0;0;0;0;0;;;;0;6;2010;Venda Direta;Normal;80000
70;50;Residencial (Baixa Dens.);81;15593;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Esquina;Suave;ClearCr;Normal;Normal;Casa Individual;Mezanino Finalizado;7;4;1953;1953;Duas Águas;Asfalto;BrkFace;AsbShng;Nenhum;0;Boa;Média;Blocos de Concreto;Média;Média;Nenhuma;Baixo Acabamento;603;Sem Acabamento;0;701;1304;Gás Radiante;Média;Sim;Disjuntor;1304;983;0;2287;0;0;2;0;3;1;Média;7;Típica;1;Média;Anexada;1953;Acabado;2;667;Média;Média;Sim;0;21;114;0;0;0;;;;0;7;2006;Venda Direta;Normal;225000
71;20;Residencial (Baixa Dens.);95;13651;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;NAmes;Normal;Normal;Casa Individual;Térrea;7;6;1973;1973;Duas Águas;Asfalto;Plywood;Plywood;Tijolo;1115;Média;Boa;Blocos de Concreto;Boa;Média;Boa;Bom Acabamento;1880;Sem Acabamento;0;343;2223;Gás Forçado;Excelente;Sim;Disjuntor;2223;0;0;2223;1;0;2;0;3;1;Média;8;Típica;2;Boa;Anexada;1973;Acabado;2;516;Média;Média;Sim;300;0;0;0;0;0;;;;0;2;2007;Venda Direta;Normal;244000
72;20;Residencial (Baixa Dens.);69;7599;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Esquina;Suave;Mitchel;Normal;Normal;Casa Individual;Térrea;4;6;1982;2006;Duas Águas;Asfalto;HdBoard;Plywood;Nenhum;0;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Bom Acabamento;565;Sem Acabamento;0;280;845;Gás Forçado;Média;Sim;Disjuntor;845;0;0;845;1;0;1;0;2;1;Média;4;Típica;0;;Separada;1987;Sem Acabamento;2;360;Média;Média;Sim;0;0;0;0;0;0;;;;0;6;2007;Venda Direta;Normal;129500
73;60;Residencial (Baixa Dens.);74;10141;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Esquina;Suave;Gilbert;Normal;Normal;Casa Individual;Sobrado;7;5;1998;1998;Duas Águas;Asfalto;VinylSd;VinylSd;Tijolo;40;Média;Média;Concreto;Boa;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;832;832;Gás Forçado;Boa;Sim;Disjuntor;885;833;0;1718;0;0;2;1;3;1;Média;7;Típica;1;Média;Anexada;1998;Acabado;2;427;Média;Média;Sim;0;94;0;0;291;0;;;;0;12;2009;Venda Direta;Normal;185000
74;20;Residencial (Baixa Dens.);85;10200;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NAmes;Normal;Normal;Casa Individual;Térrea;5;7;1954;2003;Duas Águas;Asfalto;Wd Sdng;Wd Sdng;Tijolo;104;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Bom Acabamento;320;Baixo Acabamento;362;404;1086;Gás Forçado;Boa;Sim;Disjuntor;1086;0;0;1086;1;0;1;0;3;1;Média;6;Típica;0;;Anexada;1989;Sem Acabamento;2;490;Média;Média;Sim;0;0;0;0;0;0;;Madeira Boa;;0;5;2010;Venda Direta;Normal;144900
75;50;Residencial (Média Dens.);60;5790;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Esquina;Suave;OldTown;Normal;Normal;Casa Individual;Sobrado;3;6;1915;1950;Mansard;Asfalto;VinylSd;VinylSd;Nenhum;0;Boa;Boa;Blocos de Concreto;Fraca;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;840;840;Gás Forçado;Boa;Não;Disjuntor;840;765;0;1605;0;0;2;0;3;2;Média;8;Típica;0;;Separada;1915;Sem Acabamento;1;379;Média;Média;Sim;0;0;202;0;0;0;;;;0;5;2010;Venda Direta;Normal;107400
76;180;Residencial (Média Dens.);21;1596;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;MeadowV;Normal;Normal;Geminada;SLvl;4;5;1973;1973;Duas Águas;Asfalto;CemntBd;CmentBd;Nenhum;0;Média;Média;Blocos de Concreto;Boa;Média;Boa;Alto Acabamento;462;Sem Acabamento;0;0;462;Gás Forçado;Média;Sim;Disjuntor;526;462;0;988;1;0;1;0;2;1;Média;5;Típica;0;;Embutida;1973;Sem Acabamento;1;297;Média;Média;Sim;120;101;0;0;0;0;;Madeira Boa;;0;11;2009;Venda Direta;Normal;91000
77;20;Residencial (Baixa Dens.);;8475;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;NAmes;Normal;Normal;Casa Individual;Térrea;4;7;1956;1956;Duas Águas;Asfalto;VinylSd;VinylSd;Nenhum;0;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Bom Acabamento;228;Sem Acabamento;0;724;952;Gás Forçado;Excelente;Sim;Fusível Alto;952;0;0;952;0;0;1;0;2;1;Média;4;Típica;0;;Separada;1956;Sem Acabamento;1;283;Média;Média;Sim;0;0;0;0;0;0;;;;0;4;2008;Venda Direta;Normal;135750
78;50;Residencial (Média Dens.);50;8635;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;BrkSide;Normal;Normal;Casa Individual;Mezanino Finalizado;5;5;1948;2001;Duas Águas;Asfalto;Wd Sdng;Wd Sdng;Nenhum;0;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Baixo Acabamento;336;Alto Acabamento;41;295;672;Gás Forçado;Média;Sim;Disjuntor;1072;213;0;1285;1;0;1;0;2;1;Média;6;Pequeno Ajuste;0;;Separada;1948;Sem Acabamento;1;240;Média;Média;Sim;0;0;0;0;0;0;;Média Privativa;;0;1;2008;Venda Direta;Normal;127000
79;90;Residencial (Baixa Dens.);72;10778;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;Sawyer;Normal;Normal;Duplex;Térrea;4;5;1968;1968;Quatro Águas;Asfalto;HdBoard;HdBoard;Nenhum;0;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;1768;1768;Gás Forçado;Média;Não;Disjuntor;1768;0;0;1768;0;0;2;0;4;2;Média;8;Típica;0;;;;;0;0;;;Sim;0;0;0;0;0;0;;;;0;4;2010;Venda Direta;Normal;136500
